fid,address,alt_name,beds,city,country,county,countyfips,helipad,id,latitude,longitude,naics_code,naics_desc,name,owner,population,source,sourcedate,st_fips,state,status,telephone,trauma,type,val_date,val_method,website,zip
52,"303 SOUTH C STREET","NOT AVAILABLE",34,LOMPOC,USA,"SANTA BARBARA",6083,N,59093436,34.63537161,-120.4521883,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","THE CHAMPION CENTER",PROPRIETARY,34,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"(844) 394-3767","NOT AVAILABLE",REHABILITATION,"2/17/2016 0:00",IMAGERY/OTHER,https://championrecovery.com/,93436
53,"580 ALSTON STREET","NOT AVAILABLE",25,RICHLAND,USA,STEWART,13259,N,23831825,32.08616827,-84.66069977,622310,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)","STEWART WEBSTER HOSPITAL","GOVERNMENT - DISTRICT/AUTHORITY",25,http://www.gamap2care.info/locator.html#,"3/8/2016 0:00",13,GA,CLOSED,"(229) 887-3366","NOT AVAILABLE","CRITICAL ACCESS","3/8/2016 0:00",IMAGERY/OTHER,http://www.stewartcountyga.gov/stewartwebsterhospital.htm,31825
54,"2295 S. VINEYARD AVENUE","NOT AVAILABLE",176,ONTARIO,USA,"SAN BERNARDINO",6071,N,21891761,34.03207956,-117.6085993,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FND HOSP ONTARIO MEDICAL CENTER CAMPUS",NON-PROFIT,176,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.kaiserpermanente.org,91761
55,"25333 BARTON ROAD","NOT AVAILABLE",134,"LOMA LINDA",USA,"SAN BERNARDINO",6071,N,25692354,34.04730564,-117.2516368,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL",NON-PROFIT,134,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.llumc.edu,92354
56,"2101 NORTH WATERMAN AVENUE","NOT AVAILABLE",342,"SAN BERNARDINO",USA,"SAN BERNARDINO",6071,N,44792404,34.13467236,-117.27702,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST. BERNARDINE MEDICAL CENTER",NON-PROFIT,342,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.stbernardinemedicalcenter.com,92404
57,"4647 ZION AVENUE","NOT AVAILABLE",414,"SAN DIEGO",USA,"SAN DIEGO",6073,N,20092120,32.79156258,-117.0951595,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FND HOSP - SAN DIEGO",NON-PROFIT,414,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.kaiserpermanente.org,92120
58,"10666 NORTH TORREY PINES ROAD","NOT AVAILABLE",173,"LA JOLLA",USA,"SAN DIEGO",6073,N,40992037,32.8968589,-117.2428711,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SCRIPPS GREEN HOSPITAL",NON-PROFIT,173,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.scrippshealth.org,92037
59,"354 SANTA FE DRIVE","NOT AVAILABLE",194,ENCINITAS,USA,"SAN DIEGO",6073,Y,41092024,33.03734478,-117.2841834,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SCRIPPS MEMORIAL HOSPITAL - ENCINITAS",NON-PROFIT,194,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.scripps.org,92024
60,"3003 HEALTH CENTER DRIVE","NOT AVAILABLE",206,"SAN DIEGO",USA,"SAN DIEGO",6073,Y,42292123,32.79829578,-117.1549778,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS",NON-PROFIT,206,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE",WOMEN,"2/10/2014 0:00",IMAGERY/OTHER,http://www.sharp.com,92123
61,"200 WEST ARBOR DRIVE","UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER",390,"SAN DIEGO",USA,"SAN DIEGO",6073,Y,51092103,32.75477023,-117.1657314,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER",NON-PROFIT,390,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","LEVEL I","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,https://health.ucsd.edu/locations/pages/hillcrest.aspx,92103
62,"3700 CALIFORNIA STREET","NOT AVAILABLE",299,"SAN FRANCISCO",USA,"SAN FRANCISCO",6075,N,4894118,37.7865092,-122.4560306,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST",NON-PROFIT,299,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.cpmc.org,94118
63,"2333 BUCHANAN STREET","NOT AVAILABLE",309,"SAN FRANCISCO",USA,"SAN FRANCISCO",6075,N,5094115,37.79070454,-122.4312945,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS",NON-PROFIT,309,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.cpmc.org,94115
64,"450 STANYAN STREET","NOT AVAILABLE",403,"SAN FRANCISCO",USA,"SAN FRANCISCO",6075,N,46594117,37.77408876,-122.4537516,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",NON-PROFIT,403,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.stmarysmedicalcenter.org,94117
65,"401 BICENTENNIAL WAY","NOT AVAILABLE",173,"SANTA ROSA",USA,SONOMA,6097,N,20595403,38.47179301,-122.7270644,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FND HOSP - SANTA ROSA",NON-PROFIT,173,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.kaiserpermanente.org,95403
66,"975 SERENO DRIVE","NOT AVAILABLE",248,VALLEJO,USA,SOLANO,6095,N,19594590,38.12690208,-122.2483773,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FND HOSP - REHABILITATION CENTER VALLEJO",NON-PROFIT,248,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.kaiserpermanente.org,94590
67,"1325 COTTONWOOD STREET","NOT AVAILABLE",108,WOODLAND,USA,YOLO,6113,N,53195695,38.66392502,-121.7921452,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","WOODLAND MEMORIAL HOSPITAL",NON-PROFIT,108,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.woodlandhealthcare.org,95695
68,"3100 SUMMIT STREET","NOT AVAILABLE",75,OAKLAND,USA,ALAMEDA,6001,N,1294609,37.82013961,-122.2640042,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT",NON-PROFIT,75,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.altabatessummit.com,94609
69,"13855 EAST 14TH STREET","NOT AVAILABLE",93,"SAN LEANDRO",USA,ALAMEDA,6001,N,39794578,37.71228835,-122.1434937,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SAN LEANDRO HOSPITAL",NON-PROFIT,93,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://edenmedcenter.org,94578
70,"27200 CALAROGA AVENUE","NOT AVAILABLE",217,HAYWARD,USA,ALAMEDA,6001,N,46694545,37.63344199,-122.0879125,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST. ROSE HOSPITAL",NON-PROFIT,217,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.srhca.org,94545
71,"2510 NORTH CALIFORNIA STREET","NOT AVAILABLE",35,STOCKTON,USA,"SAN JOAQUIN",6077,N,45995204,37.9765963,-121.2910709,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","ST. JOSEPH'S BEHAVIORAL HEALTH CENTER",NON-PROFIT,35,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY/OTHER,http://www.stjosephscanhelp.org,95204
72,"1800 NORTH CALIFORNIA STREET","NOT AVAILABLE",364,STOCKTON,USA,"SAN JOAQUIN",6077,Y,46095204,37.97046719,-121.2881828,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST. JOSEPH'S MEDICAL CENTER OF STOCKTON",NON-PROFIT,364,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.stjosephscares.org,95204
73,"250 SOUTH GRAND AVENUE","NOT AVAILABLE",105,GLENDORA,USA,"LOS ANGELES",6037,Y,13291741,34.13265458,-117.8712597,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL",NON-PROFIT,105,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.cvhp.org/our_facilities/foothill_presbyterian.aspx,91741
74,"1420 SOUTH CENTRAL AVENUE","NOT AVAILABLE",334,GLENDALE,USA,"LOS ANGELES",6037,N,14791204,34.12816563,-118.2566432,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",NON-PROFIT,334,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.glendalememorial.com,91204
75,"4867 SUNSET BOULEVARD","NOT AVAILABLE",460,"LOS ANGELES",USA,"LOS ANGELES",6037,N,19090027,34.09857365,-118.2941753,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FOUNDATION LOS ANGELES MEDICAL CENTER",NON-PROFIT,460,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.kaiserpermanente.org,90027
76,"13652 CANTARA STREET","NOT AVAILABLE",218,"PANORAMA CITY",USA,"LOS ANGELES",6037,N,19391402,34.21856419,-118.4302193,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER PERMANENTE PANORAMA CITY",NON-PROFIT,218,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.kaiserpermanente.org,91402
77,"18321 CLARK STREET","NOT AVAILABLE",249,TARZANA,USA,"LOS ANGELES",6037,N,36691356,34.17039322,-118.5319041,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","PROVIDENCE TARZANA MEDICAL CENTER",NON-PROFIT,249,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://california.providence.org/,91356
78,"3160 GENEVA STREET","NOT AVAILABLE",60,"LOS ANGELES",USA,"LOS ANGELES",6037,N,42990020,34.06720478,-118.2863921,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SHRINERS HOSPITAL FOR CHILDREN - L.A.",NON-PROFIT,60,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,"http://www.shrinershospitalsforchildren.org/hospitals/locations/losa ngeles.aspx",90020
79,"21530 SOUTH PIONEER BOULEVARD","TRI-CITY REGIONAL MEDICAL CENTER",107,"HAWAIIAN GARDENS",USA,"LOS ANGELES",6037,N,50190716,33.83364001,-118.079678,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER",NON-PROFIT,107,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.tcrmc.org/,90716
80,"15630 18TH AVE - HWY 53","NOT AVAILABLE",32,CLEARLAKE,USA,LAKE,6033,Y,45295422,38.93561886,-122.6201445,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTIST HEALTH CLEARLAKE",NON-PROFIT,32,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.adventisthealth.org,95422
81,"9300 VALLEY CHILDREN'S PLACE","CHILDREN'S HOSPITAL CENTRAL CALIFORNIA",356,MADERA,USA,MADERA,6039,Y,6193638,36.88404783,-119.8002424,622110,"CHILDREN'S HOSPITALS, GENERAL","VALLEY CHILDREN'S HOSPITAL",NON-PROFIT,356,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE",CHILDREN,"2/10/2014 0:00",IMAGERY/OTHER,http://www.valleychildrens.org/pages/default.aspx,93638
82,"39-000 BOB HOPE DRIVE","NOT AVAILABLE",489,"RANCHO MIRAGE",USA,RIVERSIDE,6065,Y,11792270,33.76335207,-116.4062411,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","EISENHOWER MEDICAL CENTER",NON-PROFIT,489,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.emc.org,92270
83,"2425 SAMARITAN DRIVE","NOT AVAILABLE",404,"SAN JOSE",USA,"SANTA CLARA",6085,Y,15295124,37.25207874,-121.9465769,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","GOOD SAMARITAN HOSPITAL-SAN JOSE",NON-PROFIT,404,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.goodsamsanjose.com,95124
84,"700 LAWRENCE EXPRESSWAY","NOT AVAILABLE",327,"SANTA CLARA",USA,"SANTA CLARA",6085,Y,20495051,37.33540138,-121.998873,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FND HOSP - SANTA CLARA",NON-PROFIT,327,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.kaiserpermanente.org,95051
85,"725 WELCH ROAD","NOT AVAILABLE",302,"PALO ALTO",USA,"SANTA CLARA",6085,Y,27094304,37.43600458,-122.17539,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD",NON-PROFIT,302,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","3/12/2014 0:00",IMAGERY,http://www.lpch.org,94304
86,"1100 VETERANS BOULEVARD","NOT AVAILABLE",149,"REDWOOD CITY",USA,"SAN MATEO",6081,N,19494063,37.48884784,-122.2233901,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FND HOSP - REDWOOD CITY",NON-PROFIT,149,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.kaiserpermanente.org,94063
87,"2540 EAST STREET","NOT AVAILABLE",245,CONCORD,USA,"CONTRA COSTA",6013,N,18094520,37.98308958,-122.0334968,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",NON-PROFIT,245,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.johnmuirhealth.com,94520
88,"3901 LONE TREE WAY","NOT AVAILABLE",145,ANTIOCH,USA,"CONTRA COSTA",6013,N,47794509,37.98223445,-121.8029785,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SUTTER DELTA MEDICAL CENTER",NON-PROFIT,145,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.sutterdelta.org,94509
89,"2025 MORSE AVENUE","NOT AVAILABLE",287,SACRAMENTO,USA,SACRAMENTO,6067,N,19995825,38.60179775,-121.393144,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FND HOSP - SACRAMENTO",NON-PROFIT,287,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.kaiserpermanente.org,95825
90,"155 GLASSON WAY","NOT AVAILABLE",104,"GRASS VALLEY",USA,NEVADA,6057,Y,43195945,39.22801629,-121.0474998,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SIERRA NEVADA MEMORIAL HOSPITAL",NON-PROFIT,104,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.snmh.org,95945
91,"7901 WALKER STREET","NOT AVAILABLE",141,"LA PALMA",USA,ORANGE,6059,Y,24690623,33.84751418,-118.0383023,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","LA PALMA INTERCOMMUNITY HOSPITAL",NON-PROFIT,141,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.lapalmaintercommunityhospital.com,90623
92,"654 CAMINO DE LOS MARES","NOT AVAILABLE",73,"SAN CLEMENTE",USA,ORANGE,6059,N,38492673,33.45706524,-117.6501839,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE",NON-PROFIT,73,http://www.oshpd.ca.gov/hid/facility-listing.html,"2/4/2016 0:00",6,CA,CLOSED,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.memorialcare.org,92673
93,"970 PLUMAS STREET","NOT AVAILABLE",46,"YUBA CITY",USA,SUTTER,6101,N,13795991,39.14310632,-121.618012,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","FREMONT MEDICAL CENTER",NON-PROFIT,46,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY/OTHER,http://www.frhg.org/,95991
94,"1266 EAST CHURCH STREET","NOT AVAILABLE",52,JASPER,USA,PICKENS,13227,N,10230143,34.45824868,-84.41291289,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","PIEDMONT MOUNTAINSIDE HOSPITAL",NON-PROFIT,48,http://www.gamap2care.info/,"8/9/2019 0:00",13,GA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.piedmontmountainsidehospital.org,30143
95,"1230 BAXTER STREET","NOT AVAILABLE",196,ATHENS,USA,CLARKE,13059,Y,15530606,33.94722132,-83.40525246,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST MARYS HEALTH CARE SYSTEM",NON-PROFIT,165,http://www.gamap2care.info/,"8/9/2019 0:00",13,GA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.stmarysathens.com,30606
96,"3995 SOUTH COBB DRIVE SE","NOT AVAILABLE",216,SMYRNA,USA,COBB,13067,N,14130080,33.85644329,-84.51105483,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","RIDGEVIEW INSTITUTE",NON-PROFIT,92,http://www.gamap2care.info/,"8/9/2019 0:00",13,GA,OPEN,"NOT AVAILABLE","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.ridgeviewinstitute.com,30080
97,"25 WELLS ST","NOT AVAILABLE",125,WESTERLY,USA,WASHINGTON,44009,N,502891,41.36218908,-71.82530324,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","WESTERLY HOSPITAL",NON-PROFIT,125,http://www.health.ri.gov/licenses/detail.php?id=207,"8/10/2019 0:00",44,RI,OPEN,"(401) 596-6000","NOT AVAILABLE","GENERAL ACUTE CARE","3/12/2014 0:00",IMAGERY,http://www.westerlyhospital.org/,2891
98,"700 SOUTH PARK ST","NOT AVAILABLE",440,MADISON,USA,DANE,55025,Y,1553715,43.05933846,-89.40142922,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST MARYS HOSPITAL MADISON",NON-PROFIT,440,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(608) 251-6100","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.stmarysmadison.com,53715
99,"1220 DEWEY AVE","NOT AVAILABLE",105,WAUWATOSA,USA,MILWAUKEE,55079,N,8253213,43.0467651,-88.00771643,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","AURORA PSYCHIATRIC HSPTL",NON-PROFIT,105,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(414) 454-6600","NOT AVAILABLE",PSYCHIATRIC,"5/5/2020 0:00",IMAGERY,http://www.aurorahealthcare.org,53213
100,"13125 N PORT WASHINGTON RD","NOT AVAILABLE",17,MEQUON,USA,OZAUKEE,55089,Y,9753097,43.25667793,-87.92615796,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","COLUMBIA CENTER",NON-PROFIT,17,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(262) 243-7408","NOT AVAILABLE","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY,http://www.columbiacenter.org,53097
101,"225 MEMORIAL DRIVE","NOT AVAILABLE",25,BERLIN,USA,"GREEN LAKE",55047,Y,4354923,43.97847715,-88.94122636,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","THEDACARE MEDICAL CENTER BERLIN",NON-PROFIT,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(920) 361-1313","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.chnwi.org,54923
102,"2710 RIFE MEDICAL LANE","NOT AVAILABLE",208,ROGERS,USA,BENTON,5007,Y,63072758,36.30899285,-94.18297802,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","MERCY HOSPITAL ROGERS","NOT AVAILABLE",-999,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,"8/8/2019 0:00",5,AR,OPEN,"(479) 338-8000","LEVEL III","GENERAL ACUTE CARE","12/2/2014 0:00",IMAGERY/OTHER,"NOT AVAILABLE",72758
103,"235 STATE STREET","NOT AVAILABLE",25,"SAINT CROIX FALLS",USA,POLK,55095,Y,10454024,45.40903243,-92.64257812,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST CROIX REG MED CTR",NON-PROFIT,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(715) 483-3261","LEVEL IV","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.scrmc.org,54024
