fid,address,beds,city,country,county,id,latitude,longitude,name,population,sourcedate,state,status,telephone,type,website,zip,,,,,,,,
92,654 CAMINO DE LOS MARES,73,SAN CLEMENTE,USA,ORANGE,38492673,33.45706524,-117.6501839,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,73,2/4/2016 0:00,CA,CLOSED,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.memorialcare.org,92673,,,,,,,,
93,970 PLUMAS STREET,46,YUBA CITY,USA,SUTTER,13795991,39.14310632,-121.618012,FREMONT MEDICAL CENTER,46,8/2/2019 0:00,CA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.frhg.org/,95991,,,,,,,,
94,1266 EAST CHURCH STREET,52,JASPER,USA,PICKENS,10230143,34.45824868,-84.41291289,PIEDMONT MOUNTAINSIDE HOSPITAL,48,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.piedmontmountainsidehospital.org,30143,,,,,,,,
95,1230 BAXTER STREET,196,ATHENS,USA,CLARKE,15530606,33.94722132,-83.40525246,ST MARYS HEALTH CARE SYSTEM,165,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.stmarysathens.com,30606,,,,,,,,
96,3995 SOUTH COBB DRIVE SE,216,SMYRNA,USA,COBB,14130080,33.85644329,-84.51105483,RIDGEVIEW INSTITUTE,92,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,PSYCHIATRIC,http://www.ridgeviewinstitute.com,30080,,,,,,,,
97,25 WELLS ST,125,WESTERLY,USA,WASHINGTON,502891,41.36218908,-71.82530324,WESTERLY HOSPITAL,125,8/10/2019 0:00,RI,OPEN,(401) 596-6000,GENERAL ACUTE CARE,http://www.westerlyhospital.org/,2891,,,,,,,,
98,700 SOUTH PARK ST,440,MADISON,USA,DANE,1553715,43.05933846,-89.40142922,ST MARYS HOSPITAL MADISON,440,8/13/2019 0:00,WI,OPEN,(608) 251-6100,GENERAL ACUTE CARE,http://www.stmarysmadison.com,53715,,,,,,,,
99,1220 DEWEY AVE,105,WAUWATOSA,USA,MILWAUKEE,8253213,43.0467651,-88.00771643,AURORA PSYCHIATRIC HSPTL,105,8/13/2019 0:00,WI,OPEN,(414) 454-6600,PSYCHIATRIC,http://www.aurorahealthcare.org,53213,,,,,,,,
100,13125 N PORT WASHINGTON RD,17,MEQUON,USA,OZAUKEE,9753097,43.25667793,-87.92615796,COLUMBIA CENTER,17,8/13/2019 0:00,WI,OPEN,(262) 243-7408,GENERAL ACUTE CARE,http://www.columbiacenter.org,53097,,,,,,,,
101,225 MEMORIAL DRIVE,25,BERLIN,USA,GREEN LAKE,4354923,43.97847715,-88.94122636,THEDACARE MEDICAL CENTER BERLIN,25,8/13/2019 0:00,WI,OPEN,(920) 361-1313,GENERAL ACUTE CARE,http://www.chnwi.org,54923,,,,,,,,
102,2710 RIFE MEDICAL LANE,208,ROGERS,USA,BENTON,63072758,36.30899285,-94.18297802,MERCY HOSPITAL ROGERS,-999,8/8/2019 0:00,AR,OPEN,(479) 338-8000,GENERAL ACUTE CARE,NOT AVAILABLE,72758,,,,,,,,
103,235 STATE STREET,25,SAINT CROIX FALLS,USA,POLK,10454024,45.40903243,-92.64257812,ST CROIX REG MED CTR,25,8/13/2019 0:00,WI,OPEN,(715) 483-3261,GENERAL ACUTE CARE,http://www.scrmc.org,54024,,,,,,,,
104,535 HOSPITAL RD,25,NEW RICHMOND,USA,ST. CROIX,11854017,45.11776075,-92.55550038,WESTFIELDS HOSPITAL,25,8/13/2019 0:00,WI,OPEN,(715) 246-2101,GENERAL ACUTE CARE,http://www.westfieldshospital.com,54017,,,,,,,,
105,3100 SUPERIOR AVE,185,SHEBOYGAN,USA,SHEBOYGAN,12453081,43.7623479,-87.74753796,ST NICHOLAS HOSPITAL,185,8/13/2019 0:00,WI,OPEN,(920) 459-8300,GENERAL ACUTE CARE,http://www.stnicholashospital.org,53081,,,,,,,,
106,507 SOUTH MAIN ST,25,VIROQUA,USA,VERNON,13154665,43.55167397,-90.88839128,VERNON MEM HSPTL,25,8/13/2019 0:00,WI,OPEN,(608) 637-2101,GENERAL ACUTE CARE,http://www.vmh.org,54665,,,,,,,,
107,11500 BROOKSHIRE AVENUE,199,DOWNEY,USA,LOS ANGELES,72390241,33.9343518,-118.130904,PIH HOSPITAL - DOWNEY,199,8/2/2019 0:00,CA,OPEN,(562) 904-5000,GENERAL ACUTE CARE,http://www.pihhealth.org/,90241,,,,,,,,
108,4320 MARICOPA STREET,115,TORRANCE,USA,LOS ANGELES,72790503,33.83934812,-118.3597215,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,115,8/2/2019 0:00,CA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://california.providence.org/,90503,,,,,,,,
109,11234 ANDERSON STREET,343,LOMA LINDA,USA,SAN BERNARDINO,58592354,34.05013083,-117.2640945,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,343,8/2/2019 0:00,CA,OPEN,(800) 825-5437,CHILDREN,http://childrens-hospital.lomalindahealth.org/,92354,,,,,,,,
110,500 S OAKWOOD RD,157,OSHKOSH,USA,WINNEBAGO,15254904,44.01242072,-88.60104549,ASCENSION NE WISCONSIN MERCY CAMPUS,157,8/13/2019 0:00,WI,OPEN,(920) 223-2000,GENERAL ACUTE CARE,http://www.affinityhealth.org,54904,,,,,,,,
111,"3800 RESERVOIR ROAD, NW",609,WASHINGTON,USA,DISTRICT OF COLUMBIA,75420007,38.91195851,-77.07525457,MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,609,8/14/2019 0:00,DC,OPEN,(202) 444-2000,GENERAL ACUTE CARE,http://www.medstargeorgetown.org/#q={},20007,,,,,,,,
112,13100 FORT KING RD,120,DADE CITY,USA,PASCO,31233525,28.34796286,-82.20072008,ADVENT HEALTH DADE CITY,120,8/15/2019 0:00,FL,OPEN,(352) 521-1100,GENERAL ACUTE CARE,www.bayfrontdadecity.com,33525,,,,,,,,
113,5352 LINTON BLVD,536,DELRAY BEACH,USA,PALM BEACH,7233484,26.43719284,-80.12778775,DELRAY MEDICAL CENTER,536,8/15/2019 0:00,FL,OPEN,(561) 498-4440,GENERAL ACUTE CARE,http://www.delraymedicalctr.com,33484,,,,,,,,
114,325 CYPRESS PKWY,76,KISSIMMEE,USA,OSCEOLA,36034758,28.14478076,-81.47668786,POINCIANA MEDICAL CENTER,76,8/15/2019 0:00,FL,OPEN,(407) 530-2000,GENERAL ACUTE CARE,http://poincianamedicalcenter.com/,34758,,,,,,,,
115,200 MAY STREET,103,ATTLEBORO,USA,BRISTOL,9802703,41.92408385,-71.36112256,ARBOUR FULLER HOSPITAL,103,8/16/2019 0:00,MA,OPEN,(508) 761-8500,PSYCHIATRIC,http://arbourhealth.com/organizations/arbour-fuller-hospital/,2703,,,,,,,,
116,227 BABCOCK STREET,66,BROOKLINE,USA,NORFOLK,9702146,42.35077951,-71.12124228,ARBOUR HUMAN RESOURCE INSTITUTE,66,8/16/2019 0:00,MA,OPEN,(617) 731-3200,PSYCHIATRIC,http://arbourhealth.com/organizations/arbour-hri-hospital/,2146,,,,,,,,
117,1670 ST. VINCENT'S WAY,106,MIDDLEBURG,USA,CLAY,36232068,30.10876243,-81.83268869,ASSENCION ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,106,8/15/2019 0:00,FL,OPEN,(904) 602-1000,GENERAL ACUTE CARE,http://www.jaxhealth.com/,32068,,,,,,,,
118,2275 SW 22ND LANE,60,OCALA,USA,MARION,36334471,29.16587554,-82.16233494,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,60,8/15/2019 0:00,FL,OPEN,(352) 282-4000,REHABILITATION,http://healthsouthocala.com/,34471,,,,,,,,
119,189 STORRS RD,57,MANSFIELD CENTER,USA,TOLLAND,3906250,41.74110392,-72.19801148,"NATCHAUG HOSPITAL, INC.",-999,8/13/2019 0:00,CT,OPEN,(860) 456-1311,PSYCHIATRIC,http://www.natchaug.org/,6250,,,,,,,,
120,5850 SE COMMUNITY DR,54,STUART,USA,MARTIN,36634997,27.13343729,-80.22245582,ENCOMPASS HEALTH REHABILITATION HOSPITAL AT MARTIN HEALTH,54,8/15/2019 0:00,FL,OPEN,(772) 324-3522,REHABILITATION,http://www.healthsouthmartin.com/,34997,,,,,,,,
121,51 BLOSSOM ST,30,BOSTON,USA,SUFFOLK,10502114,42.36309255,-71.06630188,SHRINERS' HOSPITAL FOR CHILDREN,30,8/16/2019 0:00,MA,OPEN,(617) 722-3000,CHILDREN,http://www.shrinershospitalsforchildren.org/locations/boston,2114,,,,,,,,
122,300 1ST AVE,132,BOSTON,USA,SUFFOLK,10602129,42.37850908,-71.04905555,SPAULDING REHABILITATION HOSPITAL,132,8/16/2019 0:00,MA,OPEN,(617) 573-7000,REHABILITATION,http://spauldingrehab.org/,2129,,,,,,,,
123,49 HILLSIDE STREET,16,FALL RIVER,USA,BRISTOL,11402720,41.70748691,-71.14571447,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,-999,8/16/2019 0:00,MA,OPEN,(508) 295-0880,PSYCHIATRIC,NOT AVAILABLE,2720,,,,,,,,
124,60 GRANITE STREET,62,LYNN,USA,ESSEX,12101904,42.47162011,-70.95676093,BAY RIDGE HOSPITAL BEVERLY,62,8/16/2019 0:00,MA,OPEN,(781) 922-3000,PSYCHIATRIC,http://www.beverlyhospital.org/locations--services/locations/bayridge-hospital,1904,,,,,,,,
125,222 STATE STREET,53,LUDLOW,USA,HAMPDEN,12001056,42.15577594,-72.47207734,ENCOMPASS HEALTH HOSPITAL OF WESTERN MASS,53,8/16/2019 0:00,MA,OPEN,(413) 583-8820,REHABILITATION,http://www.healthsouthrehab.org/en/our-hospital,1056,,,,,,,,
126,901 WESTLAKE DRIVE,74,COLUMBIA,USA,ADAIR,12142728,37.09664157,-85.29454565,T J HEALTH COLUMBIA,77,8/11/2019 0:00,KY,OPEN,(270) 384-4753,GENERAL ACUTE CARE,http://www.westlakeregionalhospital.com,42728,,,,,,,,
127,1405 NORTHWEST CHURCH STREET,25,LEON,USA,DECATUR,13050144,40.75093467,-93.74694077,DECATUR COUNTY HOSPITAL,25,8/9/2019 0:00,IA,OPEN,(641) 446-4871,GENERAL ACUTE CARE,http://www.decaturcountyhospital.org,50144,,,,,,,,
128,421 SOUTH MAPLE STREET,41,GARNETT,USA,ANDERSON,4466032,38.279877,-95.25033865,ANDERSON COUNTY HOSPITAL,41,8/16/2019 0:00,KS,OPEN,(785) 204-4000,CRITICAL ACCESS,http://www.saint-lukes.org,66032,,,,,,,,
129,500 THORPE STREET,25,LAKIN,USA,KEARNY,7567860,37.94659327,-101.2519299,KEARNY COUNTY HOSPITAL,25,8/16/2019 0:00,KS,OPEN,(620) 355-7111,CRITICAL ACCESS,http://www.kearnycountyhospital.com,67860,,,,,,,,
130,215 E 8TH STREET,42,MINNEAPOLIS,USA,OTTAWA,7767467,39.12933196,-97.70394425,OTTAWA COUNTY HEALTH CENTER,42,8/16/2019 0:00,KS,OPEN,(785) 392-2122,CRITICAL ACCESS,http://www.ottawacountyhealthcenter.com,67467,,,,,,,,
131,148 CHESTNUT STREET,58,NEEDHAM,USA,NORFOLK,3502492,42.2771,-71.2369,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,58,8/16/2019 0:00,MA,OPEN,(781) 453-3000,GENERAL ACUTE CARE,http://www.bidmc.org/centersanddepartments/departments/otherlocations/bethisraeldeaconesshospitalneedham.aspx,2492,,,,,,,,
132,4499 ACUSHNET AVENUE,90,NEW BEDFORD,USA,BRISTOL,12402745,41.74072523,-70.94575361,VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,90,8/16/2019 0:00,MA,OPEN,(508) 995-6900,REHABILITATION,http://www.vhmass.com/,2745,,,,,,,,
133,800 WASHINGTON ROAD,215,NORWOOD,USA,NORFOLK,4002062,42.189,-71.2021,NORWOOD HOSPITAL,215,8/16/2019 0:00,MA,OPEN,(781) 769-4000,GENERAL ACUTE CARE,https://www.norwood-hospital.org/,2062,,,,,,,,
134,311 SERVICE ROAD,60,SANDWICH,USA,BARNSTABLE,12602537,41.7329845,-70.46810284,SPAULDING REHABILITATION HOSPITAL CAPE COD,60,8/16/2019 0:00,MA,OPEN,(508) 833-4000,REHABILITATION,http://spauldingrehab.org/locations/sandwich-ma/,2537,,,,,,,,
135,230 HIGHLAND AVENUE,124,SOMERVILLE,USA,MIDDLESEX,6702143,42.39,-71.1094,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,124,8/16/2019 0:00,MA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.challiance.org/locations/somervillehospitalcampus.aspx,2143,,,,,,,,
136,516 CAREW ST,40,SPRINGFIELD,USA,HAMPDEN,12701104,42.12131503,-72.59237295,SHRINERS' HOSPITAL FOR CHILDREN,40,8/16/2019 0:00,MA,OPEN,(413) 787-2000,CHILDREN,http://www.shrinershospitalsforchildren.org/locations/springfield,1104,,,,,,,,
137,7301 ROGERS AVENUE,336,FORT SMITH,USA,SEBASTIAN,372903,35.35586599,-94.35205497,MERCY HOSPITAL FORT SMITH,336,8/8/2019 0:00,AR,OPEN,(479) 314-6000,GENERAL ACUTE CARE,http://www.stedwardmercy.com,72903,,,,,,,,
138,1401 SOUTH J STREET,80,FORT SMITH,USA,SEBASTIAN,7472901,35.37394031,-94.41875448,HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH,80,8/8/2019 0:00,AR,OPEN,(479) 785-3300,REHABILITATION,http://www.healthsouthfortsmith.com,72901,,,,,,,,
139,1200 SOUTH MAIN STREET,193,SEARCY,USA,WHITE,9700000,35.23409441,-91.73107431,WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS,193,8/8/2019 0:00,AR,OPEN,(501) 278-3100,GENERAL ACUTE CARE,http://www.wcmc.org,72143,,,,,,,,
140,3214 EAST RACE AVENUE,286,SEARCY,USA,WHITE,10172143,35.25188604,-91.69700113,WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS,286,8/8/2019 0:00,AR,OPEN,(501) 268-6121,GENERAL ACUTE CARE,http://www.wcmc.org,72143,,,,,,,,
141,200 NORTH THIRD STREET,35,DARDANELLE,USA,YELL,10272834,35.22047614,-93.15729817,RIVER VALLEY MEDICAL CENTER,35,8/8/2019 0:00,AR,OPEN,(479) 229-4677,CRITICAL ACCESS,NOT AVAILABLE,72834,,,,,,,,
142,3050 TWIN RIVERS DRIVE,25,ARKADELPHIA,USA,CLARK,2271923,34.12291357,-93.08882416,BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,25,8/8/2019 0:00,AR,OPEN,(870) 245-2622,CRITICAL ACCESS,http://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=187,71923,,,,,,,,
143,214 CARTER STREET,25,BERRYVILLE,USA,CARROLL,872616,36.3590621,-93.55182577,MERCY HOSPITAL BERRYVILLE,25,8/8/2019 0:00,AR,OPEN,(870) 423-3355,CRITICAL ACCESS,http://www.mercy.net/practice/mercy-hospital-berryville,72616,,,,,,,,
144,24 NORRIS STREET,22,EUREKA SPRINGS,USA,CARROLL,1072632,36.40016379,-93.74423592,EUREKA SPRINGS HOSPITAL,22,8/8/2019 0:00,AR,OPEN,(479) 253-7400,CRITICAL ACCESS,http://www.eurekaspringshospital.com,72632,,,,,,,,
145,2729A HWY 65 & 82 S,15,LAKE VILLAGE,USA,CHICOT,2871653,33.30629397,-91.28958992,SOUTHEAST REHABILITATION HOSPITAL,15,8/8/2019 0:00,AR,OPEN,(870) 265-5343,REHABILITATION,http://www.lakevillageclinic.com/serehabhosp.html,71653,,,,,,,,
146,404 SOUTH BRADLEY STREET,35,WARREN,USA,BRADLEY,671671,33.61036413,-92.05925489,BRADLEY COUNTY MEDICAL CENTER,35,8/8/2019 0:00,AR,OPEN,(870) 226-3731,CRITICAL ACCESS,http://www.bradleycountymedicalcenter.com,71671,,,,,,,,
147,2801 MEDICAL CENTER DRIVE,50,POCAHONTAS,USA,RANDOLPH,8872455,36.28976027,-90.99738763,FIVE RIVER MEDICAL CENTER,50,8/8/2019 0:00,AR,OPEN,(870) 892-6000,GENERAL ACUTE CARE,http://www.fiveriversmedicalcenter.com,72455,,,,,,,,
148,201 NORTH CLIFTON STREET,25,FORDYCE,USA,DALLAS,2571742,33.81085539,-92.42558764,DALLAS COUNTY MEDICAL CENTER,25,8/8/2019 0:00,AR,OPEN,(870) 352-6300,CRITICAL ACCESS,http://www.dallascountymedicalcenter.com,71742,,,,,,,,
149,200 WEST TYLER AVENUE,152,WEST MEMPHIS,USA,CRITTENDEN,4100000,35.14311024,-90.18909851,CRITTENDEN HOSPITAL ASSOCIATION,152,6/27/2012 0:00,AR,CLOSED,(870) 735-1500,GENERAL ACUTE CARE,http://www.crittendenregional.org/,72301,,,,,,,,
150,638 CALIFORNIA AVENUE,100,CAMDEN,USA,OUACHITA,6171701,33.57582113,-92.83673933,OUACHITA CO. MEDICAL CENTER,100,8/8/2019 0:00,AR,OPEN,(870) 836-1000,GENERAL ACUTE CARE,http://www.ouachitamedcenter.com,71701,,,,,,,,
151,620 NORTH WILLOW,174,HARRISON,USA,BOONE,572601,36.23653136,-93.10913937,NORTH ARKANSAS REGIONAL MEDICAL CENTER,174,8/8/2019 0:00,AR,OPEN,(870) 365-2000,GENERAL ACUTE CARE,http://www.narmc.com,72601,,,,,,,,
152,"2106 EAST MAIN STREET, HIGHWAY 14 EAST",25,MOUNTAIN VIEW,USA,STONE,1672560,35.85658313,-92.08286453,STONE COUNTY MEDICAL CENTER,25,8/8/2019 0:00,AR,OPEN,(870) 269-4361,CRITICAL ACCESS,http://www.whiteriverhealthsystem.com,72560,,,,,,,,
153,1206 GORDON DUCKWORTH DRIVE,25,PIGGOTT,USA,CLAY,2372454,36.39011947,-90.20483796,PIGGOTT COMMUNITY HOSPITAL,25,8/8/2019 0:00,AR,OPEN,(870) 598-3881,CRITICAL ACCESS,http://www.piggottcommunityhospital.com,72454,,,,,,,,
154,1800 BYPASS ROAD,25,HEBER SPRINGS,USA,CLEBURNE,1372543,35.48856958,-92.05798114,BAPTIST HEALTH - HEBER SPRINGS,25,8/8/2019 0:00,AR,OPEN,(501) 887-3000,CRITICAL ACCESS,http://www.baptist-health.com/maps-directions/bhmc-heber-springs,72543,,,,,,,,
155,4 HOSPITAL DRIVE,35,MORRILTON,USA,CONWAY,2472110,35.16801491,-92.72135132,ST. VINCENT MORRILTON,35,8/8/2019 0:00,AR,OPEN,(501) 977-2300,CRITICAL ACCESS,https://www.stvincenthealth.com/morrilton/,72110,,,,,,,,
156,4301 WEST MARKHAM STREET,400,LITTLE ROCK,USA,PULASKI,3072205,34.74902515,-92.32013731,UAMS MEDICAL CENTER,400,8/8/2019 0:00,AR,OPEN,(501) 686-5000,GENERAL ACUTE CARE,http://www.uamshealth.com/?id=1&sid=1,72205,,,,,,,,
157,3333 SPRINGHILL DRIVE,248,LITTLE ROCK,USA,PULASKI,5000000,34.78365489,-92.22340916,BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,248,8/8/2019 0:00,AR,OPEN,(501) 202-3000,GENERAL ACUTE CARE,https://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=190,72117,,,,,,,,
158,1601 MURPHY DRIVE,60,MAUMELLE,USA,PULASKI,6972113,34.87643567,-92.39441325,UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,60,8/8/2019 0:00,AR,OPEN,(501) 803-3388,PSYCHIATRIC,http://www.umch.org,72113,,,,,,,,
159,300 PROSPECT AVENUE,89,HOT SPRINGS,USA,GARLAND,1971901,34.50989707,-93.05757749,LEO N. LEVI NATIONAL ARTHRITIS HOSPITAL,89,8/8/2019 0:00,AR,OPEN,(501) 624-1281,GENERAL ACUTE CARE,http://www.levihospital.com,71901,,,,,,,,
160,105 RESERVE STREET,35,HOT SPRINGS,USA,GARLAND,4671901,34.51212501,-93.05260787,HOT SPRINGS REHABILITATION CENTER,35,6/27/2012 0:00,AR,CLOSED,(501) 624-4411,REHABILITATION,NOT AVAILABLE,71901,,,,,,,,
161,300 WERNER STREET,289,HOT SPRINGS,USA,GARLAND,5971913,34.46802567,-93.06627041,CHI ST VINCENT HOSPITAL HOT SPRINGS,289,8/8/2019 0:00,AR,OPEN,(501) 622-1120,GENERAL ACUTE CARE,http://www.chistvincent.com/hospitals/st-vincent-hot-springs,71913,,,,,,,,
162,1001 SCHNEIDER DRIVE,72,MALVERN,USA,HOT SPRING,6600000,34.35877404,-92.7858884,BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY,72,8/8/2019 0:00,AR,OPEN,(501) 332-1000,GENERAL ACUTE CARE,http://www.hscmc.org/,72104,,,,,,,,
163,7500 CORRECTIONS CIRCLE,27,PINE BLUFF,USA,JEFFERSON,3971603,34.22219143,-92.08268605,ARKANSAS DEPT. OF CORRECTION-DIAGNOSTIC UNIT,27,8/8/2019 0:00,AR,OPEN,(870) 267-6450,GENERAL ACUTE CARE,http://adc.arkansas.gov/pages/default.aspx,71603,,,,,,,,
164,1600 WEST 40TH AVENUE,471,PINE BLUFF,USA,JEFFERSON,6871603,34.18773469,-92.0176802,JEFFERSON REGIONAL MEDICAL CENTER,471,8/8/2019 0:00,AR,OPEN,(870) 541-7100,GENERAL ACUTE CARE,http://www.jrmc.org,71603,,,,,,,,
165,153 EAST MONTE PAINTER DRIVE,60,FAYETTEVILLE,USA,WASHINGTON,2772703,36.10909938,-94.15484504,HEALTHSOUTH REHABILITATION HOSPITAL,60,8/8/2019 0:00,AR,OPEN,(479) 444-2200,REHABILITATION,http://www.healthsouthfayetteville.com,72703,,,,,,,,
166,4700 WATERS AVENUE,512,SAVANNAH,USA,CHATHAM,331404,32.03053088,-81.08886242,"MEMORIAL HEALTH UNIV MED CEN, INC",530,8/9/2019 0:00,GA,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.memorialhealth.com,31404,,,,,,,,
167,4253 CROSSOVER ROAD,114,FAYETTEVILLE,USA,WASHINGTON,9372703,36.12789076,-94.11985143,VANTAGE POINT OF NORTHWEST ARKANSAS,114,8/8/2019 0:00,AR,OPEN,(479) 521-5731,PSYCHIATRIC,http://www.vistahealthservices.com,72703,,,,,,,,
168,4301 GREATHOUSE SPRINGS ROAD,64,SPRINGDALE,USA,WASHINGTON,9672762,36.13551027,-94.18621922,NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,64,8/8/2019 0:00,AR,OPEN,(479) 684-3000,WOMEN,http://www.northwesthealth.com/pages/home.aspx,72762,,,,,,,,
169,1506 S ONEIDA ST,332,APPLETON,USA,OUTAGAMIE,9454915,44.24825124,-88.40250968,ASCENSION NE WISCONSIN ST. ELIZABETH HOSPITAL,332,8/13/2019 0:00,WI,OPEN,(920) 738-2000,GENERAL ACUTE CARE,http://www.affinityhealth.org,54915,,,,,,,,
170,311 NORTH MORROW STREET,65,MENA,USA,POLK,3271953,34.5890536,-94.22163124,MENA REGIONAL HEALTH SYSTEM,65,8/8/2019 0:00,AR,OPEN,(479) 394-6100,GENERAL ACUTE CARE,http://menamedical.com/,71953,,,,,,,,
171,880 WEST MAIN STREET,25,BOONEVILLE,USA,LOGAN,4972927,35.14032192,-93.93517063,MERCY HOSPITAL BOONEVILLE,25,8/8/2019 0:00,AR,OPEN,(479) 675-2800,CRITICAL ACCESS,http://www.boonevillehospital.com,72927,,,,,,,,
172,500 EAST ACADEMY,16,PARIS,USA,LOGAN,5172855,35.28929334,-93.72487855,MERCY HOSPITAL PARIS,16,8/8/2019 0:00,AR,OPEN,(479) 963-6101,CRITICAL ACCESS,http://www.mercy.net/practice/mercy-hospital-paris,72855,,,,,,,,
173,310 SOUTH FALLS BOULEVARD,25,WYNNE,USA,CROSS,62572396,35.21955792,-90.78664054,CROSSRIDGE COMMUNITY HOSPITAL,25,8/8/2019 0:00,AR,OPEN,(870) 238-3300,GENERAL ACUTE CARE,NOT AVAILABLE,72396,,,,,,,,
174,9601 BAPTIST HEALTH DRIVE,120,LITTLE ROCK,USA,PULASKI,64072205,34.74429608,-92.38181609,BAPTIST HEALTH REHABILITATION INSTITUTE,120,8/8/2019 0:00,AR,OPEN,(501) 202-7578,REHABILITATION,NOT AVAILABLE,72205,,,,,,,,
175,2301 NORTH LAKE DRIVE,31,MILWAUKEE,USA,MILWAUKEE,8053211,43.06145544,-87.88038438,ASCENSION SACRED HEART REHAB INST,31,8/13/2019 0:00,WI,OPEN,(414) 298-6700,REHABILITATION,http://www.columbia-stmarys.com,53211,,,,,,,,
176,4455 SOUTH I-19 FRONTAGE RD,49,GREEN VALLEY,USA,PIMA,14385622,31.80657111,-111.0100185,SANTA CRUZ VALLEY HOSPITAL,49,8/11/2019 0:00,AZ,OPEN,(520) 393-4710,GENERAL ACUTE CARE,http://greenvalleyhospital.com/,85622,,,,,,,,
177,1703 NORTH BUERKLE ROAD,49,STUTTGART,USA,ARKANSAS,62472160,34.5175108,-91.55829954,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,-999,8/8/2019 0:00,AR,OPEN,(870) 674-6301,GENERAL ACUTE CARE,NOT AVAILABLE,72160,,,,,,,,
178,187 WOLFORD AVENUE,24,LIBERTY,USA,CASEY,1042539,37.31771681,-84.93317191,CASEY COUNTY HOSPITAL,15,8/11/2019 0:00,KY,OPEN,(606) 787-6275,CRITICAL ACCESS,NOT AVAILABLE,42539,,,,,,,,
179,60 MERCY COURT,25,IRVINE,USA,ESTILL,5240336,37.7061971,-83.97727714,MARCUM AND WALLACE MEMORIAL HOSPITAL,25,8/11/2019 0:00,KY,OPEN,(606) 723-2115,CRITICAL ACCESS,http://www.marcumandwallace.org,40336,,,,,,,,
180,5000 KENTUCKY ROUTE 321,174,PRESTONSBURG,USA,FLOYD,3641653,37.72901006,-82.76732008,HIGHLANDS REGIONAL MEDICAL CENTER,174,8/11/2019 0:00,KY,OPEN,(606) 886-8511,GENERAL ACUTE CARE,http://www.hrmc.org,41653,,,,,,,,
181,4001 DUTCHMANS LANE,373,LOUISVILLE,USA,JEFFERSON,7140207,38.23533009,-85.63293693,NORTON WOMEN'S AND KOSAIR CHILDREN'S HOSPITAL,373,8/11/2019 0:00,KY,OPEN,(502) 893-1102,WOMEN,https://nortonhealthcare.com/pages/nwkch.aspx,40207,,,,,,,,
182,1850 BLUEGRASS AVENUE,298,LOUISVILLE,USA,JEFFERSON,9440215,38.17826438,-85.79391641,SAINTS MARY & ELIZABETH HOSPITAL,298,8/11/2019 0:00,KY,OPEN,(502) 361-6000,GENERAL ACUTE CARE,http://www.kentuckyonehealth.org/body.cfm?id=3288&fr=true,40215,,,,,,,,
183,1405 BROWNS LANE,88,LOUISVILLE,USA,JEFFERSON,10640207,38.23569663,-85.62734095,THE BROOK - DUPONT,88,8/11/2019 0:00,KY,OPEN,(502) 896-0495,PSYCHIATRIC,http://www.thebrookhospitals.com/,40207,,,,,,,,
184,1025 NEW MOODY LANE,90,LAGRANGE,USA,OLDHAM,240031,38.39489019,-85.37606515,BAPTIST HEALTH LA GRANGE,90,8/11/2019 0:00,KY,OPEN,(502) 222-5388,GENERAL ACUTE CARE,https://www.baptisthealth.com/lagrange/pages/default.aspx,40031,,,,,,,,
185,107 LINCOLN STREET,114,WORCESTER,USA,WORCESTER,9401605,42.27641208,-71.79491979,ADCARE HOSPITAL OF WORCESTER INC,114,8/16/2019 0:00,MA,OPEN,(508) 799-0534,REHABILITATION,http://adcare.com/,1605,,,,,,,,
